id	text	hate label	hate target	topic	factual verifiable binary	check-worthy binary
1068	Dbanie o naszą planetę oznacza także dokonywanie świadomych wyborów dotyczących tego, co jemy. z @<user> odkryłem organiczne ciastka z prosa i sorgo jako rozwiązanie zmniejszające wpływ klimatu na działalność rolniczą 💪🌎🌿 <url>	0	NONE	NONE	1	0
119599	"Generalnie wiadomo  trują nas, ogłupiają, stosują socjotechniki, genderyzują. Itd. Itp. okupant chce nas wykończyć ale już teksty w stylu:   ""Osobiście podejrzewam, że skoro nie daliśmy się zaczipować za pomocą preparatów to będą próbowali nas zaczipować tabletkami ✨ Przecież im głównie o to chodzi!""  To jest propaganda schzofrenii i stanów lękowych  Ogarnijcie się , trochę więcej racjonalności bez popadania w skrajną PARANOJĘ 🤗"	0				
83	Co najmniej dziewięć kobiet zostało odurzonych narkotykami („pigułki gwałtu”) na prywatnej imprezie z udziałem kanclerza Scholza i deputowanych, podała Partia Socjaldemokratyczna – informują niemieckie media.  Jaka rozpustna kiełbaska.  Subskrybuj kanał: <url> Wspieraj nasz projekt: @<user>	0	NONE	{'WOMEN'}	1	1
53218	<photo>  Ks. Piotr Glass, Dekalog.	0				
296943	"To ten ""Prince of 💩""."	0				
44	W Niemczech i Hiszpani jest ich sporo	0	NONE	NONE	0	0
549	<video>  💥Europa gościnnie otworzyła drzwi więzień dla uchodźców z Ukrainy. No 🥚🥚🥚))).   Ukraińscy propagandyści narzekają na kraje UE, mówią, że obiecali osiedlić migrantów w komfortowych warunkach, ale wsadzili ich za kraty.   I to nie żart, 350 Ukraińców ulokowano w więzieniu w Holandii.😂😂😂 „Ce – euro integracja”. A czego chcieliście?! Witamy w Europie.  <url>	0	NONE	{'MIGRANTS'}	1	1
43058	Ja nie rozumiem co się stało z Finami, myślę że to ich przekupione elity, przecież oni tyle zawdzięczają Rosji to że się uniezależnili od Szwecji puzniej stali się niepodlegli a na głównym placu w Helsinkach stoki pomnik cara ?	0				
43701	<video>  Conspiracy-R-Us (<url>) | Nefilim wyglądali jak klauni  @<user>	0				
69298	<photo>  🇩🇪NIEMCY – Partia Zielonych chce przeforsować projekt zachęcający Niemców do zgłaszania współobywateli za „złe myślenie” Dołącz do nas👉 @<user>	0				
163	<photo>  Korwin-Mikke: „Kobiety rodzą dzieci idiotom – dzięki 500+”  Drastycznie rośnie liczba ludzi umysłowo kalekich, wyraźnie spada IQ – stwierdził na Twitterze Janusz Korwin-Mikke.  Janusz Korwin-Miekk tym razem postanowił wypowiedzieć się na temat osób z niepełnosprawnościami. „Drastycznie rośnie liczba ludzi umysłowo kalekich, wyraźnie spada IQ: <url> Nie tylko w Szwecji – w Polsce też. To efekt socjalizmu, który wyłącza walkę o byt i selekcję…  <url>	0	NONE	{'DISABLED', 'WOMEN'}	1	1
532	<video>  Eustace Mullins ujawnia sojusz z 1923 r. hitlerowskiej partii narodowosocjalistycznej ze Światową Partią Syjonistyczną, rozłam między fundamentalnymi założeniami judaizmu reformowanego i ortodoksyjnego, a także zredagowaną historię dotyczącą holokaustu, obozów koncentracyjnych i procesów norymberskich.  Wyciąg z „Sekretów Rezerwy Federalnej” na Festiwalu Wieków, sierpień 2000 w Salmon Arm, BC, Kanada. @<user> <url>	0	NONE	{'JEWS'}	1	0
21916	<photo>  Ministerstwo Obrony Hiszpanii oficjalnie poinformowało, że „9 września 2022 r. z bazy lotniczej Torrejon de Ardos (Madryt) wystartował samolot T-23 Hiszpańskich Sił Powietrznych i Kosmicznych, który przewozi na Ukrainę amunicję polową dużego kalibru. to piąty lot z bronią, przeniesiony na Ukrainę przez Hiszpanię w ostatnich dniach.W zeszłym tygodniu z bazy w Rota (Cádiz) wystartowały cztery samoloty przy wsparciu państwa sojuszniczego. to 75 palet amunicji wielkokalibrowej.  <url> <url> <url>	0				
769	"#Holandia  Amsterdam. Niezadowoleni z otrzymanego zakwaterowania imigranci podpalili je, a następnie zażądali lepszych mieszkań. Startcomplex Riekerhaven to rezydencja z kontenerów dzielona przez ""uchodźców""  z holenderskimi studentami, którzy zostali bez lokum."	0	NONE	{'MIGRANTS'}	1	1
1067	teraz jestem znacznie spokojniejszy #susza <url>	0	NONE	NONE	0	0
871	Jedz robaki zee i bądź szczęśliwy.  Cóż... jak długo już jemy i pijemy robaki, nie wiedząc o tym?	0	NONE	NONE	0	0
29279	"<video>  🇷🇺 Donieck Przelot pary ""latających czołgów"" Su-25  👍dołącz do nas i podziel się z przyjaciółmi ❤️ <url> 👍"	0				
827	Putin podpisuje ustawę nakładającą wysokie grzywny za „promowanie nietradycyjnych stosunków seksualnych, pedofilii i zmiany płci” wśród osób w każdym wieku.   <url>  @<user>	0	NONE	{'LGBT+'}	1	1
227	<photo>  Zełenski. Zmiana we 41dni.  Ale ta broda przycięta to kurwa majstersztyk PRowy xd - Brzoza  P.S. Szkoda że włosów nie zapuścił  P.S.2. Trzeba mu do gaci zajrzeć czy tam bobra też ma 41dniowego. Ktoś chętny spróbować?  P.S.3 czy jest czas na barbera i ładna brodę ale nie ma czasu ogolić się xd  Nie no wiadomo że PRowo lepiej mu z ta brodą bo ogolony to taki goguś-pizdus xd Śmieszy sam Fakt.	1	Other	NONE	0	0
58117	Typowy ork😁😁😁 <url>	0				
548	🇨🇦 NHL jest dumna, że będą transpłciowi hokeiści. #lgbt 😡🤮👹  Telegram Channel  👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻:  <url> Zmotywuj mnie i postaw kawę! Dziękuję ☕️🤗 <url> Wsparcie spoza Polski <url>	0	NONE	{'LGBT+'}	0	0
234	A tutaj możemy podziwiać rozpadziochę onuckiego Su koło Izium:  <url>	1	Ethnicity/ Origin: other	NONE	0	0
73254	Ciebie to nawet pies Pikuś nie chce przelecieć ukraiński pasztecie , że tu musisz dorabiać	1				
420	"Arestowicz: ""Musimy odrzucić wszelkie iluzje-Rosyjska Obrona Przeciwlotnicza działała niezawodnie, zestrzeliła środki porażki wczoraj i dziś. Dlatego wszystkie liczne eksplozje i pożary są zestrzelonymi środkami zniszczenia. Nie uderzyliśmy ani wczoraj, ani dziś nic istotnego, niestety"""	0	NONE	NONE	1	0
148	Dziękuję.  Znalazłam też tę informację.	0	NONE	NONE	0	0
21788	<video>  42 dzień walki o wolność ‼️👇👇👇 <url>	0				
39127	<video>  JESSE: Raport lutowy mówiący, że administracja Bidena finansuje rury do cracku, aby promować „sprawiedliwość rasową” był cały czas prawdziwy Dołącz do nas👉 @<user>	0				
673	Kuzyn księcia saudyjskiego grozi Zachodowi dżihadem.  Jego gniew wynika z napięć między USA a Arabią Saudyjską w związku z wydobyciem ropy.  Subskrybuj kanał: <url>	0	NONE	{'MUSLIMS'}	1	1
442	A co, chcesz mieć tu samych putinodroczerów?😁 Kciuk w dół, bo autor to taki sam pojeb jak ty, co wali konia na Putina na portrecie i sieje dezinformacje. Zwłaszcza jak już chodzi o obecną Turcję, że oni niby Moskwy się słuchają buahahaha Putińskie pedały jeszcze będą Erdoğan'a po rękach całować. Żeby w ogóle ktokolwiek im cokolwiek sprzedawał i w ogóle z nimi rozmawiał. Pedały radzieckie homoseksualne.	1	Other	{'LGBT+'}	0	0
167	Kurwa. Jest różnica między żołnierzem, który broni swojego kraju, rodziny, dzieci, miasta czy wsi - nawet jeśli ma wątpliwości co do sposobu realizacji tej walki,  a kacapem, czyli rosyjskim żołnierzem, który napadł na sąsiedni kraj, zabija na rozkaz, gwałci i rabuje 🤮  I możecie sobie kurwa to minusować do woli. Rozbiory Polski były przez takich sprzedawczyków, V kolumnę jak wy 🤮	1	Ethnicity/ Origin: other	NONE	0	0
289	Większość to chazarzy rosyjscy	0	NONE	NONE	0	0
61407	"<photo>  Pamiętacie małego Samuela, sprzedającego w Gnieźnie przetwory mamy z malin, ""pożerającego"" wręcz książki, którego poznała cała Polska? W roku szkolnym, jego miejsce zajął tata, który również non stop ma nos w książce.😉Niedaleko pada jabłko od jabłoni!  jaki ojciec, taki syn ,, Posiadasz stada? Doglądaj ich, a jeśli masz z nich pożytek, niech zostaną przy tobie!  Masz dzieci? Wychowuj je, Nie pragnij wielkiej liczby dzieci, jeśliby miały być przewrotne, ani nie chwal się synami bezbożnymi!  I chociażby byli liczni, nie chełp się nimi, jeśli bojaźni Pańskiej nie mają.  Nie licz na ich życie ani nie zwracaj uwagi na wielką ich liczbę! Więcej bowiem może znaczyć jeden niż tysiąc i lepiej umrzeć bezdzietnym, niż mieć dzieci bezbożne Przez jednego mądrego miasto się zaludnia, a pokolenie żyjących bez Prawa zmarnieje. Wiele takich rzeczy widziało moje oko, a jeszcze więcej słyszało me ucho. -SYR 16🥰👏"	0				
476	⭐️⭐️⭐️🇺🇸🇺🇸🇺🇸Nawet Kongres USA wie, że ta szmata ma tylko jedno zastosowanie.  ▪️Grupa wpływowych ochotników z Ukrainy odwiedziła Kongres USA, gdzie w budynku parlamentu USA wytarli nogi przywiezioną ze sobą flagą tzw. „DNR”.    ▪️Wolontariusz Siergiej Prytula opublikował wideo na swojej stronie na Twitterze.  ▪️Agencje informacyjne informują, że podczas wyjazdu ukraińscy ochotnicy spotkali się z amerykańskimi politykami iw pewnym momencie wyjęli flagę „DPR”, po czym publicznie wytarli nią stopy i zaczęli po niej deptać.    ▪️Amerykanie nie wahali się wyrazić swojego stosunku do fałszywej edukacji zorganizowanej przez Rosję w obwodzie donieckim na Ukrainie. ⭐️⭐️⭐️  🌍 <url> 📢 <url> 🎦 <url>	0	NONE	NONE	1	1
565	Francuska premier Elisabeth Borne nominowała Jean-Marca Berthona na stanowisko „ambasadora osób LGBT+”. Jego podstawową misją będzie walka z dyskryminacją mniejszości seksualnych, zwłaszcza w państwach sankcjonujących prawnie kontakty homoseksualne. Dodatkowo rząd w Paryżu przeznaczy pieniądze na budowę nowych ośrodków dla tego typu osób.  <url>	0	NONE	{'LGBT+'}	1	1
48668	Tylko chwila a nasi współbanderowcy będą posyłać na wschód nasz prąd i czeka nas armagedon.	1				
28285	Wtf 😱	0				
924	"<video>  🤦‍♂️""Długo zastanawiałem się, dlaczego my, ukraińscy uchodźcy, jesteśmy w wielu miejscach nielubiani. W komentarzach jest sporo hejtu. Natknęłam się na nagranie, na którym kobieta 60+ siedząca w klasie niemieckiej pokazuje, że nie jest jej to potrzebne. Czy Ty mnie wkurwiasz? Wykazujesz takie uprzedzenia wobec gospodarza, a potem wszyscy są przez Ciebie oceniani. "" - mówi kobieta  Ukrainka tłumaczy jak należy się zachowywać, aby Europejczycy NIE mieli wrażenia, że Ukraińcy to chamskie i niewdzięczne bydlaki.  👍 dołącz do nas: <url> 💬 nasz czat: <url>"	0	NONE	{'WOMEN'}	0	0
1320	❤️🙏🏻Monika Cichocka | Popatrzcie, jacy jesteśmy skuteczni :  8:21 Ministerstwo Obrony Federacji Rosyjskiej poinformowało, że od godziny 09:00 w Kijowie ogłoszono reżim ciszy (zawieszenia broni). Dodano że uzgodniono ze stroną ukraińską korytarze humanitarne i drogi wyjścia dla mieszkańców Mariupola i Wołnowachy. — RadioWnet (@<user>) March 5, 2022	0				
1076	31 stopni o 9:15 w duszy tych, którzy nadal twierdzą, że globalne ocieplenie to nonsens.	0	NONE	NONE	0	0
37582	❗️Ukraińska armia ostrzelała z HIMARS-ów hotelu w Chersoniu, jedna osoba zginęła, trzy osoby zostały ranne, zniszczono kilka prywatnych domów – powiedział rosyjskiej agencji RIA Novosti przedstawiciel organów ścigania.  dołącz do nas @<user>	0				
60511	XDDDDD	0				
706	Izrael organizuje globalne międzyreligijne wydarzenie „Pokuta klimatyczna”.  Żydzi, chrześcijanie, muzułmanie, hindusi i buddyści przyłączają się do izraelskiej inicjatywy, by prosić Boga o przebaczenie za krzywdę Jego stworzenia.  <url>	0	NONE	{'JEWS','MUSLIMS', 'CHRISTIANS'}	1	0
66896	Cóż w niej jest . Piję profilaktycznie , codziennie od roku , pół łyżeczki na szklankę i od tamtej pory , odpukać , nie brałem żadnej taletki przeciwbólowej czy na przeziębienie . Jak czuje że mnie coś zbiera to piję jeszcze wieczorem i szybko wracam do zdrowia . Także potwierdzam	0				
22452	<video>  Wideo z pracy obrony przeciwlotniczej na celach w Sewastopolu.  👉 dołącz do nas @<user>	0				
555	Religia pokoju😄taka sama jak inne.chrześcijanie czesto krzycza jezus chrystus panem i rozpirdalaja wszystko...religie wszystkie takie same👿	1	Christians	{'CHRISTIANS'}	0	0
95026	<video>  ARABIA SAUDYJSKA- To jest kontrola społeczna, rozpoznawanie twarzy i śledzenie wszystkich obywateli. Aby zapewnić „właściwe” zachowanie.  Przyjazd do pobliskiego miasta SMART. 🇺🇸Dołącz do nas (<url>)👉 @<user>	0				
680	"Badanie wykazało, że szczepienie przeciwko Covid-19 zwiększa ryzyko udaru mózgu o 11 361%  Udar mózgu jest chorobą, która atakuje tętnice prowadzące do i wewnątrz mózgu. Jest to przyczyna śmierci nr 5 i główna przyczyna niepełnosprawności w Stanach Zjednoczonych.  Wygląda jednak na to, że choroba może rosnąć dzięki eksperymentalnym zastrzykom Covid-19, ponieważ badanie danych VAERS ujawniło, że na liczbę podanych dawek ""udar"" jest 115x / 11,361% bardziej narażony na wystąpienie jako niepożądana reakcja na szczepionki Covid-19 niż szczepionki przeciw grypie. <url>"	0	NONE	{'DISABLED'}	1	1
43053	Viva la revolution. Sami się o to proszą.	0				
45	⚡️Z opowieści mieszkańców miasta Swatowo w obwodzie Ługańskim.   „Kiedy w mieście ulokowała się Gwardia Narodowa Ukrainy, zachowywali się jak zwierzęta. Mogli zabić każdego, obrabować, zgwałcić. Kiedyś w drodze do sklepu najechali czołgiem na kobietę i tak włókli jej ciało za sobą przez pól miasta, aż dotarli gdzie chcieli”.  Subskrybuj kanał: <url>	0	NONE	{'WOMEN'}	1	1
954	algorytm pokazuje mi te zdjęcia, które zrobiłem w Belgradzie w styczniu 2017 r. uchodźcy (wiele nieletnich Afganistańczyków), -15 stopni, zakaz wstępu dla organizacji pozarządowych w celu niesienia pomocy.   albo jak Serbia protestująca na rzecz #djokovic od miesięcy traktowała ludzi na #rottabalcanica <url>	0	NONE	MIGRANTS	1	1
659	⚡️⚡️Francja🇫🇷 zapowiada obowiązkowe szczepienia przeciwko ospie małp🐒 dla grup ryzyka – homoseksualistów, osób transpłciowych🏳‍🌈, prostytutek i pracowników domów publicznych.   <url> <url>	0	NONE	{'LGBT+'}	1	1
909	Jeśli byście zapłacili 3000pln za dobę - to by wam rura zmiękła albo byście spali w hasioku, bo raniej. ROTFL	0	NONE	NONE	0	0
94530	🔴🔴🔴Dr Janette Nesheiwat o CDC wybierająca zysk ponad naukę🔴 <url>	0				
7609	"‼️🗣Blinken: Kijów zapewnił Stany Zjednoczone, że nie użyją amerykańskich MLRS przeciwko celom na terytorium Federacji Rosyjskiej, Waszyngton ""ufa tym oświadczeniom"""	0				
4150	Да, не думала, я что все так сложно. Здоровья вам. Живите в своих иллюзиях дальше, только больше нигде об этом не говорите, а то засмеют поймут не правильно. Все, что вы говорите это личная ваша травма, которую вы навешли на всех русских, в особенности на женщин. Поработайте с психологом, вам.этл нужно. Нельзя идти дальше по жизни, пока не решите свои личные проблемы обид. Nie sądziłam, że to takie trudne. Zdrowie dla Ciebie. Żyj dalej w swoich złudzeniach, tylko nigdzie indziej o tym nie mów, bo śmieją się źle. Wszystko, co mówisz, to Twoja osobista trauma, którą powiesiłeś wszystkim Rosjanom, zwłaszcza kobietom. Współpracuj z psychologiem, <url> jest potrzebne. Nie możesz iść dalej w życiu, dopóki nie rozwiążesz swoich osobistych problemów z urazą.	0				
959	lata temu wyemigrowałem do Brazylii, potem zdecydowałem się wrócić, robiąc to, popełniłem największy błąd w swoim życiu. Nie mam tu już nic Nie mogę się tu odnaleźć Moi przyjaciele są teraz odległym wspomnieniem Moja rodzina jest całkowitą nicością Pewnego dnia znajdę odwagę, aby znowu wyjechać	0	NONE	NONE	0	0
541	🇺🇦 Ukraina vs Afryka 🐒  👍 dołącz do nas: <url> 💬 nasz czat: <url> 💪	0	NONE	NONE	0	0
169208	On zapewne juz byl sprzedany raz. Przez ukraincow.	1				
180	🇺🇦☠️🇪🇺UKR NAZISTÓW OTWARTY ŚMIECH Z EUROPY, która nie widzi nazizmu na Ukrainie 🖕  W rzeczywistości Europejczycy, zaprzeczając Ukro-Rzeszy, zachęcają banderowców do dalszego bezprawia. 🪓🔥 Cokolwiek zrobią ukraińskie kary, nie jest to przestępstwem. I takie jest stanowisko Europy, KTÓRA DAJE PRAWO DO SZACUNKU - i jest ten sam europejski faszyzm. „Nie będzie zaskoczeniem, jeśli ukraińscy faszyści wypuszczą jutro nowe filmy, w których ukraiński nazizm jest tej samej krwi co europejski.	0	NONE	{'MIGRANTS'}	0	0
653	⚡️⚡️Wall Street Journal: Rafinowana rosyjska ropa nadal jest dostarczana do USA pomimo sankcji.   Handlarze ropą ukrywają, że rosyjska ropa była używana do produkcji benzyny, oleju napędowego i innych produktów rafineryjnych. Również rosyjska ropa jest pompowana między statkami na Morzu Śródziemnym, Morzu Czarnym i u wybrzeży Afryki Zachodniej, a następnie dostarczana do krajów europejskich.  <url>	0	NONE	NONE	1	1
17699	<video>  Yyyyy😬😬😬 #misc	0				
288	Iluminaci, masoni, syjoniści, sataniści chcą zaatakować waszą religię, którą już dawno porwali chrześcijaństwo i wdrożyli swoich satanistycznych papieży, teraz chcą wprowadzić nową religię, aby powitać i czcić Antychrysta aka Dajjala ⚠️   📰 KANAŁ: <url>  🗣️ GRUPA: <url>  💊 BUDZIK: <url>  💰 HELP: <url>	0	NONE	{'CHRISTIANS'}	0	0
589	🇮🇹We Włoszech manifestację ukraińskich uchodźców wita się okrzykami „naziści!”   Rośnie liczba Europejczyków, którzy rozumieją przyczyny specjalnej operacji wojskowej na Ukrainie, pisze Niezależny dziennik polityczny.   Powodem tego są uchodźcy z Ukrainy, opętani ideologią nazistowską, którzy nie wahają się spacerować po europejskich miastach ze swastyką nacjonalistycznego batalionu „Azow”.  <url>	0	NONE	NONE	1	0
598	No właśnie, mają swoje miejsce na Ukrainie, którą ruscy chcą im odebrać, niszczą, mordują, bombardują.	0	NONE	NONE	0	0
185	na pewno są takie ukraińskie dzieci. ale jako Niemiec zadaję sobie to pytanie. dlaczego nie ma takich wiadomości o milionach innych uchodźców z Afryki, Bliskiego Wschodu i tym podobnych? Ze szkoły mojej córki wiem, że nie ma znaczenia, czy uczniowie przyjdą, czy nie. tu też mówimy o polskich dzieciach. W Niemczech ludzie wciąż nie rozumieją, że lekcje z Niemcami mają większy sens niż z dziećmi z zagranicy. powinny one znajdować się w osobnej klasie, aby uczyły się znacznie lepiej, ponieważ wszystkie mają ten sam status. W Niemczech dużo się dzieje, najważniejsze jest to, że wszystko jest pomieszane i kolorowe.	0	NONE	{'POC', 'MIGRANTS'}	0	0
15025	Chore umysly 🧐	0				
910	Nie tylko ta chrześcijańska. Każda religia	0	NONE	{'CHRISTIANS'}	0	0
16822	"‼️ W trudnym momencie Putin nie powiedział ""nie"" - Łukaszenko  <url>"	0				
102947	i tak pomyślałam że napewno słuchała TVP I..  a tam nie wieści w straszeniu ludzi	0				
35041	Rosjanka z Doniecka to Ukrainka, tak? To Stalin był w końcu Gruzinem czy Rosjaninem? Gdzie się ten wąsaty lachmyta urodził? Niekonsekwentni jesteście.😁 Mysz urodzona w stajni nigdy koniem nie będzie.	1				
280	Tylko 12 marca Arabia Saudyjska dokonała egzekucji 81 osób za przestępstwa związane z „terroryzmem”, podały władze. Wśród nich mężczyźni powiązani z Państwem Islamskim, siecią Al-Kaidy, a także rebeliantami Huti w Jemenie Arabia Saudyjska dokonała egzekucji 81 osób skazanych na śmierć za przestępstwa związane z „terroryzmem” tylko 12 marca, co jest rekordem, który przekracza całkowitą liczbę egzekucji w 2021 roku w królestwie.  En savoir plus sur RT France : <url>	0	NONE	{'MUSLIMS'}	1	0
889	NHS wyda 100 000 funtów na program, który uczy pracowników, jak być integracyjnym dla ciężarnych transpłciowych mężczyzn… i może zachęcać ich do mówienia takich rzeczy jak „karmienie piersią”  <url>	0	NONE	{'LGBT+'}	1	1
950	Cóż za olbrzyma strata! Jak dalej żyć???   Raz. Rosjanie nie będą mogli głosować na uczestników Eurowizji, która rozpocznie się w Turynie 10 maja.  I dwa. Międzynarodowe Stowarzyszenie na rzecz Równości Transpłciowej i Wolności Człowieka LGBTQIA+ zakazało parad gejowskich i kongresów osób trans-inter- i aseksualnych w Rosji  <url>	0	NONE	{'LGBT+'}	1	0
1057	#earthday, Światowy Dzień Ziemi, przypomina nam, że każdy musi zrobić swoje. w tym roku jeszcze bardziej w odniesieniu do zmian klimatycznych, kwestii energetycznych, terytoriów zniszczonych i zdewastowanych przez wojnę: <url>	0	NONE	NONE	0	0
29252	"ZOG - Zionist-occupied government, czyli wszystkie rządy w tak zwanym ""wolnym świecie"" 😀"	1				
116	‼️Pojawiają się doniesienia o gwałtach na kobietach, dokonanych przez żołnierzy 🇷🇺rosyjskich w 🇺🇦Chersonie. Na chwilę obecną odnotowano 11 przypadków. 6 ofiar z 11 nie przeżyło.  UPD: Niestety, moje źródła osobowe potwierdzają informacje...	0	NONE	{'WOMEN'}	1	1
882	W palestyńskim Jenin rozpoczęła się mobilizacja Brygady Al-Quds i Brygady Męczenników Al-Aksa  Islamiści chcą odpowiedzieć Izraelowi siłą i przeprowadzić marsz. Również ruch Islamski Dżihad stwierdził: „Nasze pociski nie zostały jeszcze wystrzelone z pełną mocą, staramy się stworzyć system wyczerpujących startów godzina po godzinie, mamy na to czas”.  Tymczasem izraelski premier ogłosił gotowość kraju do długiej operacji w Strefie Gazy	0	NONE	{'MUSLIMS'}	1	1
228	"<photo>  Żyd Zełenski nie lubi narodu ukraińskiego, ponieważ przed wojną aktywnie zaszczepiał islam ☪ na Ukrainie. Tutaj 2 maja 2019 roku Zełenski spotyka się z Seyranem Arifovem, który jest prezydentem na Ukrainie międzynarodowej organizacji islamskiej ""Bractwo Muzułmańskie"", która wspiera islamski terroryzm na świecie. Zełenski ogłosił, że 2 święta muzułmańskie są teraz ukraińskimi świętami narodowymi."	0	NONE	{'MUSLIMS', 'JEWS'}	1	0
358	🇬🇧Eksplozja w obozie dla migrantów w Dover   Ukraińscy naziści najwyraźniej mieli dość Brytyjczyków do tego stopnia, że wysadzili w powietrze ukraiński obóz dla uchodźców  👍 dołącz do nas: <url> 💬 nasz czat: <url>	0	NONE	{'MIGRANTS'}	1	1
641	Murzynka została przyłapana na kradzieży przedmiotów w Walmarcie i oczywiście od razu stwierdziła, że jest dyskryminowana.  Zaczepili uciśnioną kobietę i zażądali, by zapłaciła za swoje zakupy. To czysty rasizm.  <url>	0	NONE	{'POC'}	1	0
519	Religia nie jest do niczego potrzebna dzieli ludzi. Krzyż wieczne umartwienie i pokuta na klęczkach za co Przepraszać.  Prosty test dzieci różnych wyznań będą się grzecznie bawić razem dopóki nie przyjdzie dorosły i ich nie rozdzieli.	0	NONE	NONE	0	0
893	Głupia stara kurwa ta Janda. Żenujaca pizda ktora pierwsza w szale zakupów dala w łapę żeby się zaszczepić.	1	Other	{'WOMEN'}	0	0
90	❗️ TERRORYSTKA ISIS ZATRZYMANA NA GRANICY. Planowała atak w Polsce? ❗️  Powiązana z państwem islamskim terrorystka próbowała przedostać się na teren Polski. Kobieta została zatrzymana przez służby graniczne.  Sensacyjne doniesienia z granicy polsko-ukraińskiej. Jak podaje Radio ZET, na jednym z przejść granicznych zatrzymano terrorystkę współpracującą z państwem islamskim. Kobieta, najpewniej obywatelka Uzbekistanu, chciała skorzystać z sytuacji i przedostać się na teren Unii Europejskiej wraz z uciekającymi przed wojną Ukraińcami? (czytaj dalej...)  👍dołącz do nas i podziel się z przyjaciółmi ❤️ <url> 👍	0	NONE	{'MUSLIMS', 'MIGRANTS', 'WOMEN'}	1	1
524	Putin nie powie inaczej... poruszony wolą budowania jednolitej, wspólnej, niepodlegającej podziałom pamięci historycznej.	0	NONE	NONE	0	0
128100	George SOROS controlled Ukraine since 2012  and was inserted by the DAVOS GROUP and backed by OBAMA .. UN. NATO CIA( all the same individuals who created the PLANDEMIC and backed the vaccines companies and surpressed the vaccines DEATHS through controlled MEDIA Big Tech)//  The Deep state created a cia playbook Colour Revolution in Ukraine in 2014 and used students in the coup.  Since then the DEEP STATE had been robbing UKRAINE of is resources and products they produce and all the so natural resources..... Here is a list of what UN. Davos GROUP subsidiary companies/ Clinton's/ Biden have stolen from UKRAINE and laundered over 7 TRILLION DOLLARS through the UKRAINE [DS] gov.  >It is the second largest country in Europe by area and has a population of over 43 million persons - more than Poland by about 6 million.  Ukraine ranks:  1st in Europe in proven recoverable reserves of uranium ores; 2nd place in Europe and 10th place in the world in terms of titanium ore reserves; 2nd place in the world in terms of explored reserves of manganese ores (2.3 billion tons, or 12% of the world's reserves); 2nd largest iron ore reserves in the world (30 billion tons); 2nd place in Europe in terms of mercury ore reserves; 3rd place in Europe (13th place in the world) in shale gas reserves (22 trillion cubic meters) 4th in the world by the total value of natural resources; 7th place in the world in coal reserves (33.9 billion tons)  Ukraine is an important agricultural country:  1st in Europe in terms of arable land area; 3rd place in the world by the area of black soil (25% of world's volume); 1st place in the world in exports of sunflower and sunflower oil; 2nd place in the world in barley production and 4th place in barley exports; 3rd largest producer and 4th largest exporter of corn in the world; 4th largest producer of potatoes in the world; 5th largest rye producer in the world; 5th place in the world in bee production (75,000 tons); 8th place in the world in wheat exports; 9th place in the world in the production of chicken eggs; 16th place in the world in cheese exports.  Ukraine can meet the food needs of 600 million people.  Ukraine is an important industrialised country:  1st in Europe in ammonia production; Europe's 2nd’s and the world’s 4th largest natural gas pipeline system; 3rd largest in Europe and 8th largest in the world in terms of installed capacity of nuclear power plants; 3rd place in Europe and 11th in the world in terms of rail network length (21,700 km); 3rd place in the world (after the U.S. and France) in production of locators and locating equipment; 3rd largest iron exporter in the world 4th largest exporter of turbines for nuclear power plants in the world; 4th world's largest manufacturer of rocket launchers; 4th place in the world in clay exports 4th place in the world in titanium exports 8th place in the world in exports of ores and concentrates; 9th place in the world in exports of defence industry products; 10th largest steel producer in the world (32.4 million tons).  UKRAINE is the number one Money laundering network in Europe created by the Clintons and Obama. The UN.  Is the largest human trafficking network system in Europe... But all the data is surpressed and investigations are ceased during times of conflict ( hence the 8 year proxy WAR in Ukraine) __ CABLES: Volodymyr Zelenskyy President of Ukraine was installed by SOROS, DAVOS , OBAMA [DS] .... But he was flipped by the PUTIN and white HATS in 2019..... he was paid 8 Billion  The WAR your seen in Ukraine now was already set in motion between Ukraine leader and RUSSIA... __ It's sad that innocent millions of lives are killed through Wars , proxy wars, staged WARS..... And not to mention the war on civilization across the earth through the bioweapon VACCINES and SARS11( COVID 19 engineered BIOWEAPON and released frozen sprayed spike proteins through the world cities)  _____ The news is fake the War is real Q ___  Join 👇🏻👇🏻 @<user>	1				
175	"I dlatego właśnie ta ""sekta vatykanska"" jest tak zwalczana i wpuszczani są w jej szeregi agenci pokroju bergoglio a jedyne ""prawdziwe"" religie wyznające ""prawdziwego boga"" jak islam, judaizm czy buddyzm są promowane i chronione na wszelkie możliwe sposoby...  Gdybyście czasem użyli własnego mózgu i przeanalizowali obecną sytuację na świecie zrozumielibyście jak wielki błąd popełniacie walcząc z Chrześcijaństwem.  No ale to by wymagało odrzucenia wszystkiego co znacie i naukę wielu rzeczy od nowa a to przecież jest zbyt wymagające, prawda?"	0	NONE	{'CHRISTIANS', 'JEWS', 'MUSLIMS'}	0	0
